index,data,type
10726,ALBADA 2000 SL,Company
10727,MICROSOFT INTERNATIONAL HOLDINGS SPAIN S R L,Company
10728,EURODEVELOPMENT INVEST SL,Company
10729,GESTAMP SERVICIOS SL,Company
10730,CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES SA,Company
10731,FRACTIONAL PROPERTY-SPAIN SL,Company
10732,PIVOTAL SL,Company
10733,ALDESA CONSTRUCCIONES SA,Company
10734,COOLING SOLUTIONS SL,Company
10735,ITE TRANS SA,Company
10736,TINIPALMA SL,Company
10737,GMBG HOLDINGS SPAIN SL,Company
10738,SOCIEDAD IBERICA DE CONSTRUCCIONES ELECTRICAS SA,Company
10739,ZARA HOME ESPAÑA SA,Company
10740,GENERAL MOTORS EUROPE HOLDINGS SL,Company
10741,EXPAL SYSTEMS SA,Company
10742,STRATEGIALIS EUROPA SL,Company
10743,WIDEVISION SOCIEDAD LIMITADA,Company
10744,ABASIC SL,Company
10745,PROVINUM SL,Company
10746,COMPAÑIA CANOA QUEBRADA SL,Company
10747,PUNTO FA SL,Company
10748,RAGE TECHNOLOGIES SL,Company
10749,GANADERIA CASA LA VEIGA SOCIEDAD CIVIL,Company
10750,AUTORREPARACIONES SPORT-NAVA SL,Company
10751,CONSTRUCCIONES GONZALEZ ALBAÑILERIA SOCIEDAD LIMITADA,Company
10752,PUBLICIDAD UROGALLO SL,Company
10753,EBANISTERIA ISAAC GARCIA SL,Company
10754,GAL Y MATIAS SL,Company
10755,SOCIEDAD ASTURIANA DE PAVIMENTOS SODEPA SL,Company
10756,ACTIVIDADES RECREATIVAS EDUCATIVAS Y SOCIALES ARHES SL,Company
10757,MUPOSA 44 SL,Company
10758,EXPORTADORA DE CARNES DE ASTURIAS SL,Company
10759,TABIQUES DEL PRINCIPADO 2.000 SL,Company
10760,POZO BARTOLO SL,Company
10761,PALECTRONIC SOCIEDAD LIMITADA,Company
10762,PORRUA SOCIEDAD LIMITADA,Company
10763,EQUIPOS DE DESPACHOS PROFESIONALES SL,Company
10764,LUIS Y MARIA DEL CARMEN SL,Company
10765,EXPLOTACIONES EOLICAS DE ALCARAMA SL,Company
10766,VISOLSE SL,Company
10767,NOREÑA PINTODECOR SL,Company
10768,PROVIASTUR SL,Company
10769,DISCOVIEDO SL,Company
10770,CIADORMAR SOCIEDAD CIVIL,Company
10771,"MAYTE, MAQUINAS EXPENDEDORAS SL",Company
10772,ATA PRODUCTOS FRESCOS SLL,Company
10773,AUTO MECANICA VALENTE SL,Company
10774,,Company
10775,Bilia AB,Company
10776,we bite AB,Company
10777,Dentakon Holding AB,Company
10778,Patricia Industries AB,Company
10779,Signr Solutions AB,Company
10780,StoreVision Group AB,Company
10781,Candyking Holding AB,Company
10782,ATCH Holding I AB,Company
10783,First Camp Sverige Holding AB,Company
10784,Hallands Rotortjänst AB,Company
10785,Instabox AB,Company
10786,Vintoh AB,Company
10787,EGL-Verktyg,Company
10788,38 more,Company
10789,Callenberg Group AB,Company
10790,2 more,Company
10791,Electra-Box Pharma,Company
10792,Bambora Group AB,Company
10793,Palmgate AB,Company
10794,Timik Group AB,Company
10795,Saveen & Werner AB,Company
10796,CLX Communications Holding AB,Company
10797,Exploscan,Company
10798,Norrmalm Invest AB,Company
10799,Cederroth,Company
10800,FHAB Company Sweden AB,Company
10801,CAMOZZI PNEUMATIK Aktiebolag,Company
10802,Amaranten Fastighets AB,Company
10803,Zinzino Nordic AB,Company
10804,Baltic Pharma,Company
10805,Qamcom Research and Technology AB,Company
10806,Xcen AB,Company
10807,Patriksson Communication AB,Company
10808,Träaktiebolaget KG-list,Company
10809,Knowledge Garden AB,Company
10810,Tiger of Sweden AB,Company
10811,4 more,Company
10812,eat:em AB,Company
10813,Tobias Nordin Holding AB,Company
10814,Svepol Invest Aktiebolag,Company
10815,Quant Sweden Holding AB,Company
10816,Jens S. Transmissioner AB,Company
10817,Kapsch TrafficCom AB,Company
10818,Niam Core-Plus II Denmark Holding AB,Company
10819,H & M Hennes & Mauritz GBC AB,Company
10820,EKOVENT Aktiebolag,Company
10821,Nomo Trading,Company
10822,LGT Base AB,Company
10823,Hultafors AB Intressenters Kommanditbolag,Company
10824,Wallmans Group AB,Company
10825,Fönsterinstallatören i Sverige,Company
10826,Infranode I (No. 1) AB,Company
10827,Sigma Connectivity Engineering AB,Company
10828,iCentrex Öst AB,Company
10829,Summ Systems AB,Company
10830,Lively Wines Sweden AB,Company
10831,Winpos Group AB,Company
10832,"Becton, Dickinson Aktiebolag",Company
10833,Nynas Belgium AB,Company
10834,New Nordic Healthbrands AB,Company
10835,Eurochemical,Company
10836,KIBI Business Solutions AB,Company
10837,NIBE Industrier AB,Company
10838,Aspekta Group AB,Company
10839,Elos AB,Company
10840,Actual Action D & M Kommanditbolag,Company
10841,Dacke Hydraulik,Company
10842,Teracom Group AB,Company
10843,Klensmeden Spol och Sug,Company
10844,AxFlow Holding Aktiebolag,Company
10845,3 more,Company
10846,Inteno Broadband Technology Aktiebolag,Company
10847,Götabanken,Company
10848,OMX HELSINKI 25 24,Company
10849,6 more,Company
10850,Altor Fund IV Holding AB,Company
10851,Newsec Nordic Asset Management AB,Company
10852,Ålö Aktiebolag,Company
10853,Nordomatic Holding Aktiebolag,Company
10854,2M2 Holding AB,Company
10855,Pompette AB,Company
10856,Invoicery Int AB,Company
10857,Outokumpu Stainless AB,Company
10858,Scandinavian Standard Nordic AB,Company
10859,Modern Times Group MTG AB,Company
10860,23 more,Company
10861,Goldcup 16057 AB,Company
10862,Seamless Distribution AB,Company
10863,Transcendent Group AB,Company
10864,City-Fastigheter i Katrineholm AB,Company
10865,GGD Global Green Developer AB,Company
10866,Vibratec Akustikprodukter AB,Company
10867,Amadeus Scandinavia Aktiebolag,Company
10868,BRING FRIGO AB,Company
10869,Eyeworks Scandinavia AB,Company
10870,Eniro Treasury AB,Company
10871,Palmstranden AB,Company
10872,,Company
10873,938 greenland water GmbH,Company
10874,TARALEX SA,Company
10875,Biokonopia SA,Company
10876,Hürzeler Holzbau AG,Company
10877,Luxoft Global Operations GmbH,Company
10878,OMNIA Group Holdings AG,Company
10879,ARNAELL AG,Company
10880,Omya AG,Company
10881,Fiduciary Partners AG in Liquidation,Company
10882,Viessmann Holding AG,Company
10883,Concordium AG,Company
10884,Südpack Europe AG,Company
10885,Epteca Holding AG,Company
10886,Eternit (Schweiz) AG,Company
10887,bibliotheca Switzerland AG,Company
10888,Globus Medical GmbH,Company
10889,Polar Electro Europe AG,Company
10890,Angloconsult SA,Company
10891,Fragar (Europe) SA,Company
10892,LAUTRUP SWISS SA,Company
10893,Bucher Industries AG,Company
10894,Eilersen Sensor SA,Company
10895,Kandou Bus SA,Company
10896,Honeywell International Sàrl,Company
10897,Georg Fischer AG,Company
10898,YourSaint AG,Company
10899,KRM AG,Company
10900,Peter Möller Group AG,Company
10901,Bureau van Dijk Editions Electroniques Sàrl,Company
10902,Storytel AG,Company
10903,Independent Distribution Agency AG,Company
10904,GSM Association,Company
10905,Datamars SA,Company
10906,INW Holding AG,Company
10907,Mustad Hoofcare S.A.,Company
10908,Grundfos Holding AG,Company
10909,Bodum Holding AG,Company
10910,Amministra SA,Company
10911,Bodum Land Obergrund AG,Company
10912,Anaford AG,Company
10913,Arany GmbH,Company
10914,LFG Family Office SA,Company
10915,The Nuance Group AG,Company
10916,Bitcoin Suisse AG,Company
10917,BIBUS HOLDING AG,Company
10918,FERAG AG,Company
10919,NICG Advisory AG,Company
10920,Deon Digital AG,Company
10921,CAIO AG,Company
10922,Board International SA,Company
10923,ARKION TRUSTEES SA,Company
10924,ELPRO-BUCHS AG,Company
10925,Alcon Pharmaceuticals Ltd,Company
10926,Ulidepan Holding AG,Company
10927,Stobbe Pharma GmbH,Company
10928,Xilco (CH) AG,Company
10929,SoftwareONE AG,Company
10930,Tetra Laval International SA,Company
10931,Roche Holding AG,Company
10932,Nacora Holding AG,Company
10933,Herzog & de Meuron Basel Ltd.,Company
10934,ROMO Wind AG,Company
10935,Altiqa SA,Company
10936,Aerium AG,Company
10937,Triumph Universa AG,Company
10938,"Concilium (Switzerland) SA, en liquidation",Company
10939,MCI Group Holding SA,Company
10940,Steeltec AG,Company
10941,OMNIA Private Equity AG in Liquidation,Company
10942,Trivadis Holding AG,Company
10943,Loylogic Holding AG,Company
10944,Reliance Trust Sàrl,Company
10945,Caviar House & Prunier Group SA,Company
10946,RegDom GmbH,Company
10947,Heart Thinking Technologies GmbH,Company
10948,Summit Trust International SA,Company
10949,NewVenture Projects GmbH,Company
10950,Banner Batterien International AG,Company
10951,Wiking Property Holding AG,Company
10952,Logitech international S.A.,Company
10953,CeQur SA,Company
10954,Pyros Holding AG,Company
10955,Monte AG,Company
10956,Arkai Group SA,Company
10957,AVAtronics Sàrl,Company
10958,Specialized Europe GmbH,Company
10959,Fracht AG,Company
10960,txt Holding AG,Company
10961,Syneos Health Switzerland GmbH,Company
10962,Endress+Hauser (International) Holding AG,Company
10963,,Company
10964,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАХДУДИ ""ЗАРКАМАР""",Company
10965,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАХДУДИ ""АМИРИ ХУДЖАНДИ""",Company
10966,"МУАССИСАИ ДАВЛАТИИ ""КАНАЛИ КАЛОНИ ҲИСОР""",Company
10967,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""РАМЗИЁР""",Company
10968,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ШОҲКАНД""",Company
10969,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ШИРКАТИ АЛ МУБАРРО""",Company
10970,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""КАРОМАТУЛЛО-Қ""",Company
10971,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""АВВАЛ""",Company
10972,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ФАЗЛИДДИН-Ф""",Company
10973,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""КАСРИ БОНУ""",Company
10974,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""САҲРА""",Company
10975,"ШИРКАТИ СОХИБМУЛКОНИ МАНЗИЛИИ""ИСТИКЛОЛ""",Company
10976,"КООПЕРАТИВИ ИСТЕХСОЛИИ ""СОДИК""",Company
10977,"КООПЕРАТИВИ ИСТЕХСОЛИИ ""СЕБЗОР А""",Company
10978,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ТОҶПАЙП""",Company
10979,"КООПЕРАТИВИ ИСТЕХСОЛИИ ""Б ҒАФУРОВ ЛТД""",Company
10980,"КООПЕРАТИВИ ИСТЕХСОЛИИ ""КАРИМИЁН""",Company
10981,"КООПЕРАТИВИ ИСТЕХСОЛИИ ""БЕГЖИКОВ ТАГАН""",Company
10982,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАХДУД ""ВИ ГЛАСС""",Company
10983,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""НФС ПЛАСТ""",Company
10984,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""АТ АЛОҚА""",Company
10985,"КООПЕРАТИВИ ТИҶОРАТИИ ""ҒУКАТ""",Company
10986,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""РОЗИ СИНО""",Company
10987,КООПЕРАТИВИ ИСТЕХСОЛИИ САДАМ 2012,Company
10988,"ҶАЪМИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""АРАФА""",Company
10989,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""НОЗМАРКЕТ""",Company
10990,"КООПЕРАТИВИ МАТЛУБОТИИ ХИЗМАТРАСОНИИ ""РУШДИ ЁВОН""",Company
10991,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""САБРИНА К""",Company
10992,"КООПЕРАТИВИ ИСТЕХСОЛИИ ""ФАЙЗУЛЛОИ М""",Company
10993,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ҒИЖДУВОН""",Company
10994,"КООПЕРАТИВИ ИСТЕ ҲСОЛИИ "" ҲАКИМ ШАРИФ """,Company
10995,"КООПЕРАТИВИ ТИҶОРАТИИ ""САМАРИДДИН""",Company
10996,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАХДУДИ ""ПАРАСТУ""",Company
10997,"КООПЕРАТИВИ ИСТЕХСОЛИИ ""МУРОДИЁНИ АЙНИ""",Company
10998,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТАШ МАҲДУДИ ""ШАРКНЕФТ""",Company
10999,"ШИРКАТИ КОМИЛИ ""АРФИДИН""",Company
11000,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАХДУДИ ТАШКИЛОТИ ҚАРЗИИ ХУРДИ ""КАЙЁНИЁН""",Company
11001,"ШИРКАТИ КОМИЛИ ""НАЗАР 2001""",Company
11002,"КООПЕРАТИВИ ИСТЕҲСОЛИИ ""КАРИМИЁН""",Company
11003,"КООПЕРАТИВИ ИСТЕҲСОЛИИ ""ГУЛИ МАЙДА""",Company
11004,"КООПЕРАТИВИ ТИҶОРАТИИ ""Усто Файзали""",Company
11005,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАХДУД ""ГРЭГ""",Company
11006,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ХОЧИ ИБРОХИМ""",Company
11007,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""БАХТИЁР 84""",Company
11008,"КООПЕРАТИВИ ТИҶОРАТИИ ""ШАРИФ - Қ""",Company
11009,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ҒАЮРИ РАВШАН """,Company
11010,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ИНВЕСТСТРОЙ""",Company
11011,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""САДАФ 2020""",Company
11012,"ШИРКАТИ КОМИЛИ ""НАСИМ-1""",Company
11013,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ТУФОН""",Company
11014,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАХДУД ""АДОЛАТИ АСР""",Company
11015,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАХДУДИ ""АХАД ВОХИД""",Company
11016,"КООПЕРАТИВИ ИСТЕХСОЛИИ ""ПАРЧАЮЗ""",Company
11017,"КООПЕРАТИВИ ИСТЕҲСОЛИИ ""ХД ЭЪТИҚОД""",Company
11018,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""АРК+""",Company
11019,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ЯСРИБ""",Company
11020,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""БОБОХОҶА""",Company
11021,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ЯСРИБ К""",Company
11022,"КООПЕРАТИВИ ИСТЕХСОЛИИ ХОЧАГИИ ДЕХКОНИИ ""ИСМОИЛБОЙ""",Company
11023,"КООПЕРАТИВИ ИСТЕХСОЛИИ ХОЧАГИИ ДЕХКОНИИ ""САРВАР""",Company
11024,"КООПЕРАТИВИ ИСТЕХСОЛИ ""МИРОН""",Company
11025,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАХДУДИ ""ГРАНД РЕКЛАМА""",Company
11026,"КООПЕРАТИВИ ИСТЕҲСОЛИИ ""Хоҷагии деҳқонии Ирода""",Company
11027,"КООПЕРАТИВИ ИСТЕҲСОЛИИ ХОҶАГИИ ДЕҲҚОНИИ ""ШАРИФҶОН М""",Company
11028,"КООПЕРАТИВИ ИСТЕҲСОЛИИ "" ИСМОИЛИ СОМОНИ З """,Company
11029,КОРХОНАИ ВОҲИДИ ДАВЛАТИИ ЛОИҲАКАШИИНОҲИЯИ АШТВИЛОЯТИ СУҒД,Company
11030,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""КОМРОН 5""",Company
11031,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ҚӮШМУРОТ ҲОҶӢ""",Company
11032,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ҲОҶИ АБДУҲАМИД""",Company
11033,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""РАҲИМҶОН""",Company
11034,"ЧАМЪИЯТИ ДОРОИ МАСЪУЛИЯТАШ МАХДУДИ ""РАСУЛ И К""",Company
11035,"КООПЕРАТИВИ ИСТЕҲСОЛИИ "" НУРОБОД """,Company
11036,"КООПЕРАТИВИ ИСТЕХСОЛИИ ""ЛАККОН 2""",Company
11037,"КООПЕРАТИВИ ИСТЕХСОЛИИ ХОЧАГИ ДЕХКОНИ ""САХОВАТ 7""",Company
11038,"КООПЕРАТИВИ ИСТЕХСОЛИИ ХОЧАГИ ДЕХКОНИ ""САХОВАТ 5""",Company
11039,"КООПЕРАТИВИ ИСТЕХСОЛИИ ""ШАХИДМАЗОР""",Company
11040,"КООПЕРАТИВИ ИСТЕХСОЛИИ ""МУЛЛО ҲОМИД""",Company
11041,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ТИҶОРАТИ МАСОЛЕҲИ СОХТМОНӢ""",Company
11042,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""БАҲОР- 3""",Company
11043,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""СУБҲИ РОҒУН""",Company
11044,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ОЛИ СОМОН 2014""",Company
11045,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ЧАШМАИ НИЯТ ТОҶИКИСТОН""",Company
11046,"КООПЕРАТИВИ ТИҶОРАТИИ ""НИЁЗ 11""",Company
11047,"КООПЕРАТИВИ МАТЛУБОТИ ""РАСУЛИ АКРАМ""",Company
11048,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ХУҶАИ - УМАР""",Company
11049,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ТОҶТРАНССЕРВИС""",Company
11050,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""ҚОДИРБОЙ""",Company
11051,"КООПЕРАТИВИ ТИҶОРАТИИ ""БОБОИ ЮСУФ Ч""",Company
11052,"КООПЕРАТИВИ ТИҶОРАТИИ ""ҒАЮРБЕГЗОДА""",Company
11053,"ҶАМЪИЯТИ ДОРОИ МАСЪУЛИЯТИ МАҲДУДИ ""СИФАТ ЭКСПРЕСС""",Company
11054,,Company
11055,PROJECTS TRANSPORT SERVICES LIMITED,Company
11056,ENFIELD CABLES (T) LIMITED,Company
11057,MASAMA ESTATES LIMITED,Company
11058,BROCE (TANGANYIKA) LIMITED,Company
11059,ANPURNA LIMITED,Company
11060,UGANDA TIMBER LIMITED,Company
11061,SWANS LIMITED,Company
11062,IMARA PLYWOOD LIMITED,Company
11063,BABY SOAP FACTORY LIMITED,Company
11064,SISAZ PLANTATION LIMITED,Company
11065,DISGU GARDWARE (TANGANYIKA) LTD,Company
11066,ZIMMERMANN LIMITED,Company
11067,KOSANGAS (TANGANYIKA) LTD,Company
11068,HOLLAND AFRICA LINE (AGENCY TANGANYIKA) LTD,Company
11069,PUBLICATION DISTRIBUTORS (TANGANYIKA) LTD,Company
11070,MABATI LIMITED,Company
11071,EAST AFRICAN MOTOR ASSEMBLIES LIMITED,Company
11072,TANZANIA DIMOND CUTTING CO.LIMITED,Company
11073,CITY FLATS LIMITED,Company
11074,M.LCONSTRUCTION LIMITED,Company
11075,INDUSTRIAL MINERALS LIMITED,Company
11076,AFRICAN BANKING CORPORATION (EA) LIMITED,Company
11077,UMOJA AUTOMOBILE COMPANY LITD,Company
11078,LUSANGASANGA DAIRY FARM LIMITED,Company
11079,KANJI & JAFFER LIMITED,Company
11080,MOUNT CARNEL RUBBER FACTORY CO.LIMITED,Company
11081,HARD FIBRES LIMITED,Company
11082,MOSHI KINDERGATEN ASSOCIATION LIMITED,Company
11083,KURASINI DHOWN WHARF LABOUR POOL LIMITED,Company
11084,UPIN COFFEE ESTATE LIMITED,Company
11085,TANGA INDUSTRIAL HOLDINGS LTD,Company
11086,LAKE PHARMACY LIMITED,Company
11087,TANZANIA BAKERIES LIMITED,Company
11088,EGYPT AIR LIMITED,Company
11089,PANJU BROTHERS LIMITED,Company
11090,TANZANIA CONCRETE ARTICLES LIMITED,Company
11091,SPARTAN AIR SERVICES LIMITED,Company
11092,KIPELA ESTATE LIMITED,Company
11093,PIONEER CONSTRUCTION COMPANY LIMITED,Company
11094,LANCASHIRE STONE LIMITED,Company
11095,NATIONAL BANK OF COMMERCE LIMITED,Company
11096,TANZANIA BISCUIT CO.LIMITED,Company
11097,TANZANIA WIRE PRODUCTION LIMITED,Company
11098,MOSHI INDUSTRIAL HOLDINGS LIMITED,Company
11099,DELUXE INN LIMITED1,Company
11100,INTERNATIONAL TEXTILE LIMITED,Company
11101,DAR ES SALAM INDUSTRIAL HOLDINGS LIMITED,Company
11102,EAST AFRICAN PUBLISHING HOUSE LIMITED,Company
11103,TANGANYIKA STANDARD LIMITED,Company
11104,MONDUL COFFEE ESTATES LIMITED,Company
11105,RITA LIMITED,Company
11106,MAGOLE SISAL ESTATES LIMITED,Company
11107,FATEHALI LDHALA (TANGANYIKA LIMITED),Company
11108,THE VOI SISAL ESTATE LIMITED,Company
11109,SACHAK PROPERTIES LIMITED,Company
11110,HABIB INDUSTRIAL COMPANY LTD,Company
11111,VALI RAHEMTULLA & CO.LIMITED,Company
11112,JAMNADAS GORDHANDAS & CO.(T) LIMITED,Company
11113,DAVID SASSON & CO.LIMITED,Company
11114,D.G. DAVDA PROPETIES LIMITED,Company
11115,NYOKA TOURS & TRANSPORT LIMITED,Company
11116,SASENI TRADING CO.LIMITED,Company
11117,TANZANIA INDUSTRIAL CENTRES LIMITED,Company
11118,TANZANIA NATIONAL CONTRUCTORS LIMITED,Company
11119,INDUSTRIAL HOLDING (MOROGORO) LIMITED,Company
11120,DUKA LA VITABU (T) LIMITED,Company
11121,SNDM PROGETTI LIMITED,Company
11122,EASTERN AFRICAN NATIONAL SHIPPING LINE LIMITED,Company
11123,MAWINGU HOUSE LIMITED,Company
11124,THE PUBLIC CENTRE (TANZANIA) LIMTED,Company
11125,UNIVERSAL PHARMACEUTICALS LIMITED,Company
11126,EAST AFRICAN PUMP SERVICES (T) LIMITED,Company
11127,FIRE STONE (EAST AFRICA) LIMITED,Company
11128,AGRICULTURAL INVESTMENTS (T) LIMITED,Company
11129,VEGETABLE OIL INDUSTRIAL LIMITED,Company
11130,RHEMTULLA BROTHERS LIMITED,Company
11131,CAR & GENERAL (T) LIMITED,Company
11132,TANZANIA TOBACCO PROCESSING LIMITED,Company
11133,GRIFFITH & COMPANY LIMITED,Company
11134,COFFEE EXPORTERS (KENYA) LIMITED,Company
11135,MTWARA CASHEW CO.LIMITED,Company
11136,MAKUYANGA FLATS LIMITED,Company
11137,PAN AFRICAN ENTERPRISES LIMITED,Company
11138,HEMRAJ BHARMAL LIMITED,Company
11139,SDV NOTCO LIMITED,Company
11140,TOURISM PROMOTION SERVICES (TANZANIA) LIMITED,Company
11141,NUTA PRESS LIMITED,Company
11142,FAZAL BHANJI & CO.LIMITED (B),Company
11143,MAZAO LIMITED,Company
11144,INDUSTRIAL PLANT (E.A.) LIMITED (A),Company
11145,,Company
11146,"Teton Partners, LLC",Company
11147,"KEY BIOLOGICS, LLC",Company
11148,"TONAWANDA II, L.P.",Company
11149,"CROSS CONCRETE CONSTRUCTION, INC",Company
11150,"TURNER HOLDINGS, L.L.C.",Company
11151,"GROOME PROPERTIES III, LLC",Company
11152,"FRANKLIN FINANCIAL NETWORK, INC.",Company
11153,SYMPHONY OF THE MOUNTAINS,Company
11154,"PINNACLE FINANCIAL PARTNERS, INC.",Company
11155,BROADWAY ELECTRIC SERVICE CORPORATION,Company
11156,DOLLAR GENERAL CORPORATION,Company
11157,"SmartFinancial, Inc.",Company
11158,"THE GENY INSURANCE AGENCY, INC.",Company
11159,"HELM AGRO US, INC.",Company
11160,"FICOM GROUP, INC",Company
11161,"Kazee, Inc.",Company
11162,PENN UNION CORP.,Company
11163,GENERAL ELECTRIC CREDIT CORPORATION OF TENNESSEE,Company
11164,"EAGLE BUILDINGS, LLC",Company
11165,"SAGE RIGHT OF WAY MANAGEMENT, INC",Company
11166,"SOUTH STATE CONTRACTORS, INC.",Company
11167,"VoipTec, LLC",Company
11168,LIFEWAY CHRISTIAN RESOURCES OF THE SOUTHERN BAPTIST CONVENTION,Company
11169,FB Financial Corporation,Company
11170,"JONES PROPERTIES, LLC",Company
11171,"PRICHARDS' DISTILLERY, INC.",Company
11172,"TALLEY CONSTRUCTION COMPANY, INC.",Company
11173,AEGIS SCIENCES CORPORATION,Company
11174,"MILLENNIUM BROKERAGE GROUP, LLC",Company
11175,"FRED'S, INC.",Company
11176,"RAINES BROTHERS, INC.",Company
11177,FIRST HORIZON NATIONAL CORPORATION,Company
11178,"EWR, INC.",Company
11179,COMMUNITY SOUTH BANK,Company
11180,"REMBCO GEOTECHNICAL CONTRACTORS, INC.",Company
11181,"YOUNG & ASSOCIATES, INC.",Company
11182,"KIRKLAND'S, INC.",Company
11183,"THE REGIONAL ADJUSTMENT BUREAU, INCORPORATED",Company
11184,"US Rental Alliance, LLC",Company
11185,WACKER POLYSILICON NORTH AMERICA LLC,Company
11186,"WHITE & ASSOCIATES/FIRST CITIZENS INSURANCE, LLC",Company
11187,"Ring Container Technologies, LLC",Company
11188,"SEI, INC.",Company
11189,INTERNATIONAL CHRISTIAN MINISTRIES,Company
11190,"LASCO, INC.",Company
11191,"AVKARE, INC.",Company
11192,FIRST FARMERS AND MERCHANTS CORPORATION,Company
11193,"ADVANTAGE MERCHANT SERVICES, INC.",Company
11194,"Southern Mechanical, LLC",Company
11195,"Cracker Barrel Old Country Store, Inc.",Company
11196,"COMPLIANCE ASSURANCE ASSOCIATES, INC.",Company
11197,"ALLIANCE SOURCE TESTING, LLC",Company
11198,MCKEE FOODS CORPORATION,Company
11199,"Happy Feet, International LLC",Company
11200,"Reliant Bancorp, Inc.",Company
11201,"ADVOCATE CAPITAL, INC.",Company
11202,"CHASE DESIGN-BUILD, LLC",Company
11203,"Brigade Manufacturing, Inc.",Company
11204,GENESCO INC.,Company
11205,Freedom Warranty of America LLC,Company
11206,MCKENZIE BANKING COMPANY,Company
11207,"NATIONWIDE RECOVERY SERVICE, INC.",Company
11208,"ASTEC INDUSTRIES, INC.",Company
11209,CHURCHILL MORTGAGE CORPORATION,Company
11210,"GADDCOM, INC.",Company
11211,"CHEROKEE MILLWRIGHT, INC.",Company
