,data,type
3438,"2030, October 05",Date
3439,"2000, Jun 30",Date
3440,"2040, September 5",Date
3441,"2043, Mar 7",Date
3442,"2016, March 16",Date
3443,"2019, February 9",Date
3444,"2040, July 03",Date
3445,"2019, June 6",Date
3446,"2028, Dec 2",Date
3447,"2004, October 12",Date
3448,"2029, June 14",Date
3449,"2014, Nov 14",Date
3450,"2015, Aug 11",Date
3451,"2046, March 20",Date
3452,"2028, June 13",Date
3453,"2017, Jun 14",Date
3454,"2037, Jul 25",Date
3455,"2040, Jun 6",Date
3456,"2016, December 26",Date
3457,"2002, March 19",Date
3458,"2033, July 03",Date
3459,"2003, Oct 09",Date
3460,"2006, Oct 06",Date
3461,"2043, July 4",Date
3462,"2003, Aug 12",Date
3463,"2037, May 8",Date
3464,"2041, August 15",Date
3465,"2038, October 5",Date
3466,"2042, May 23",Date
3467,"2008, June 04",Date
3468,"2038, Mar 01",Date
3469,"2017, Feb 28",Date
3470,"2028, January 29",Date
3471,"2038, Jul 17",Date
3472,"2028, Mar 13",Date
3473,"2007, Nov 28",Date
3474,"2022, May 03",Date
3475,"2008, November 24",Date
3476,"2007, February 26",Date
3477,"2048, Mar 4",Date
3478,"2045, December 6",Date
3479,"2037, March 23",Date
3480,"2017, Oct 6",Date
3481,"2009, Nov 06",Date
3482,"2032, Dec 11",Date
3483,"2016, January 11",Date
3484,"2029, September 28",Date
3485,"2003, Aug 02",Date
3486,"2041, March 12",Date
3487,"2040, March 03",Date
3488,"2028, April 08",Date
3489,"2016, April 9",Date
3490,"2022, September 11",Date
3491,"2022, Sept 8",Date
3492,"2010, Mar 19",Date
3493,"2002, March 03",Date
3494,"2015, Mar 05",Date
3495,"2036, March 29",Date
3496,"2048, August 02",Date
3497,"2048, October 29",Date
3498,"2030, Sept 29",Date
3499,"2046, May 04",Date
3500,14/May/1948,Date
3501,14/October/1923,Date
3502,14/Jul/1937,Date
3503,12/Nov/1947,Date
3504,1/August/1918,Date
3505,03/May/1943,Date
3506,13/February/1969,Date
3507,07/April/1931,Date
3508,10/July/1902,Date
3509,24/Aug/1989,Date
3510,1/Nov/1948,Date
3511,6/February/1964,Date
3512,11/July/1949,Date
3513,4/January/1978,Date
3514,19/Nov/1936,Date
3515,2/May/1956,Date
3516,8/July/1973,Date
3517,09/Mar/1960,Date
3518,18/Nov/1974,Date
3519,12/Jul/1959,Date
3520,19/May/1954,Date
3521,27/Jan/1943,Date
3522,07/December/1967,Date
3523,17/Jul/1910,Date
3524,8/Jan/1989,Date
3525,16/Oct/1963,Date
3526,27/Jan/1986,Date
3527,13/Aug/1927,Date
3528,25/Jun/1999,Date
3529,13/Jan/1953,Date
3530,25/March/1975,Date
3531,7/Oct/1914,Date
3532,17/Mar/1914,Date
3533,10/Jun/1924,Date
3534,23/April/1924,Date
3535,25/Jul/1950,Date
3536,05/July/1958,Date
3537,0/January/1998,Date
3538,12/February/1950,Date
3539,17/Jul/1948,Date
3540,06/Mar/1934,Date
3541,20/February/1920,Date
3542,11/Feb/1927,Date
3543,05/Mar/1915,Date
3544,09/Feb/1923,Date
3545,5/Jul/1945,Date
3546,28/Feb/1916,Date
3547,25/December/1921,Date
3548,23/June/1956,Date
3549,23/Oct/1980,Date
3550,24/Dec/1989,Date
3551,29/Nov/1965,Date
3552,28/Feb/1996,Date
3553,07/June/1910,Date
3554,8/June/1940,Date
3555,20/May/1933,Date
3556,10/November/1906,Date
3557,10/January/1917,Date
3558,9/July/1900,Date
3559,17/Dec/1940,Date
3560,16/Sept/1905,Date
3561,0/October/1956,Date
3562,6/Dec/1998,Date
3563,2/July/1952,Date
3564,08/September/1973,Date
3565,02/Jun/1960,Date
3566,05/Jan/1947,Date
3567,29/November/1905,Date
3568,09/Mar/1931,Date
3569,7/March/1937,Date
3570,03/Jul/1936,Date
3571,10/October/1960,Date
3572,04/Sept/1977,Date
3573,5/July/1925,Date
3574,24/Mar/1919,Date
3575,12/September/1949,Date
3576,0/Feb/1974,Date
3577,24/Oct/1958,Date
3578,2/August/1944,Date
3579,02/September/1911,Date
3580,24/August/1991,Date
3581,06/June/1930,Date
3582,06/Oct/1996,Date
3583,7/Feb/1915,Date
3584,18/February/1917,Date
3585,13/September/1954,Date
3586,13/October/1935,Date
3587,07/Oct/1912,Date
3588,19/May/1998,Date
3589,05/Dec/1995,Date
3590,21/Mar/1957,Date
3591,8/September/1925,Date
3592,05/Dec/1930,Date
3593,07/Jan/1932,Date
3594,19/Jun/1939,Date
3595,23/November/1909,Date
3596,20/December/1909,Date
3597,05/September/1997,Date
3598,01/Jan/1928,Date
3599,24/February/1919,Date
3600,30/May/1979,Date
3601,8/Jun/1924,Date
3602,7/Aug/1955,Date
3603,08/Feb/1951,Date
3604,01/Dec/1998,Date
3605,2/June/1910,Date
3606,25/Sept/1956,Date
3607,1/February/1924,Date
3608,17/Jul/1998,Date
3609,23/September/1917,Date
3610,5/Jul/1978,Date
3611,29/Sept/1917,Date
3612,30/December/1946,Date
3613,23/Dec/1930,Date
3614,15/October/1927,Date
3615,02/Jan/1910,Date
3616,13/December/1946,Date
3617,17/May/1995,Date
3618,21/Nov/1917,Date
3619,16/Feb/1983,Date
3620,3/May/1975,Date
3621,16/Jun/1956,Date
3622,27/Oct/1905,Date
3623,22/Aug/1972,Date
3624,17/Aug/1912,Date
3625,04/October/1949,Date
3626,29/May/1977,Date
3627,2/June/1998,Date
3628,1/Aug/1927,Date
3629,17/Dec/1980,Date
3630,03/April/1943,Date
3631,17/Sept/1981,Date
3632,21/June/1974,Date
3633,5/October/1932,Date
3634,25/August/1919,Date
3635,03/July/1996,Date
3636,22/Nov/1912,Date
3637,21/Jan/1950,Date
3638,12/Jan/1949,Date
3639,26/Feb/1998,Date
3640,08/Mar/1982,Date
3641,13/March/1928,Date
3642,2/Jul/1915,Date
3643,21/October/1994,Date
3644,22/Mar/1917,Date
3645,4/February/1982,Date
3646,27/October/1935,Date
3647,08/Dec/1935,Date
3648,07/February/1936,Date
3649,18/Oct/1946,Date
3650,24/October/1996,Date
3651,28/July/1904,Date
3652,07/April/1930,Date
3653,21/October/1915,Date
3654,11/Feb/1975,Date
3655,24/January/1975,Date
3656,16/September/1980,Date
3657,6/Nov/1907,Date
3658,20/April/1977,Date
3659,0/Sept/1943,Date
3660,08/Jun/1957,Date
3661,30/Oct/1919,Date
3662,16/Jan/1944,Date
3663,01/Nov/1908,Date
3664,5/February/1990,Date
3665,18/March/1919,Date
3666,08/October/1989,Date
3667,5/March/1911,Date
3668,20/July/1967,Date
3669,11/November/1990,Date
3670,16/October/1984,Date
3671,21/Jun/1985,Date
3672,17/February/1974,Date
3673,02/Oct/1969,Date
3674,17/Sept/1924,Date
3675,18/September/1991,Date
3676,27/April/1963,Date
3677,24/May/1993,Date
3678,22/October/1911,Date
3679,20/May/1926,Date
3680,13/December/1925,Date
3681,0/October/1930,Date
3682,29/February/1973,Date
3683,01/November/1953,Date
3684,7/Aug/1954,Date
3685,19/August/1935,Date
3686,24/June/1916,Date
3687,6/November/1966,Date
3688,8/Oct/1954,Date
3689,11/Jun/1967,Date
3690,2/March/1925,Date
3691,1/March/1997,Date
3692,24/Oct/1934,Date
3693,07/Feb/1948,Date
3694,17/Oct/1918,Date
3695,6/December/1906,Date
3696,14/June/1927,Date
3697,11/Jul/1941,Date
3698,19/April/1973,Date
3699,25/August/1924,Date
3700,October 22th 1901,Date
3701,March 4th 1931,Date
3702,Jun 7th 1972,Date
3703,Mar 19th 1966,Date
3704,March 25th 1911,Date
3705,Jan 17th 1952,Date
3706,Mar 19th 1946,Date
3707,Oct 19th 1974,Date
3708,October 21th 1953,Date
3709,Dec 3th 1938,Date
3710,Oct 14th 1981,Date
3711,September 19th 1938,Date
3712,October 1th 1927,Date
3713,Feb 25th 1990,Date
3714,Aug 12th 1989,Date
3715,Nov 5th 1967,Date
3716,March 8th 1970,Date
3717,January 05th 1985,Date
3718,Aug 13th 1997,Date
3719,May 30th 1912,Date
3720,Aug 06th 1912,Date
3721,Dec 04th 1927,Date
3722,August 19th 1979,Date
3723,Aug 3th 1944,Date
3724,September 03th 1942,Date
3725,March 18th 1929,Date
3726,Oct 16th 1997,Date
3727,Aug 04th 1949,Date
3728,Jan 28th 1987,Date
3729,July 4th 1960,Date
3730,Aug 13th 1978,Date
3731,Nov 07th 1948,Date
3732,Sept 01th 1913,Date
3733,Nov 01th 1918,Date
3734,Jan 20th 1962,Date
3735,Jan 6th 1987,Date
3736,January 3th 1945,Date
3737,Dec 20th 1921,Date
3738,Jun 03th 1927,Date
3739,Feb 4th 1952,Date
3740,Aug 2th 1945,Date
3741,December 5th 1985,Date
3742,July 23th 1910,Date
3743,July 5th 1942,Date
3744,March 14th 1912,Date
3745,Jan 0th 1967,Date
3746,Jul 6th 1942,Date
3747,February 26th 1934,Date
3748,February 26th 1988,Date
3749,June 04th 1921,Date
3750,April 06th 1951,Date
3751,December 07th 1960,Date
3752,Jan 06th 1936,Date
3753,April 26th 1991,Date
3754,June 14th 1914,Date
3755,Mar 23th 1900,Date
3756,Jun 30th 1926,Date
3757,November 5th 1902,Date
3758,February 30th 1986,Date
3759,September 18th 1905,Date
3760,April 25th 1997,Date
3761,Jun 1th 1996,Date
3762,Jul 12th 1917,Date
3763,Feb 4th 1939,Date
3764,December 17th 1901,Date
3765,Feb 2th 1994,Date
3766,August 04th 1996,Date
3767,Feb 1th 1935,Date
3768,April 17th 1961,Date
3769,Jul 19th 1924,Date
3770,Jan 0th 1988,Date
3771,April 29th 1992,Date
3772,Mar 08th 1943,Date
3773,Feb 6th 1908,Date
3774,Oct 27th 1959,Date
3775,December 08th 1968,Date
3776,March 08th 1924,Date
3777,August 3th 1952,Date
3778,November 24th 1988,Date
3779,December 27th 1933,Date
3780,January 23th 1919,Date
3781,January 3th 1958,Date
3782,November 6th 1917,Date
3783,Jan 27th 1978,Date
3784,November 29th 1945,Date
3785,February 04th 1900,Date
3786,December 12th 1942,Date
3787,July 13th 1997,Date
3788,July 3th 1909,Date
3789,June 01th 1971,Date
3790,Aug 24th 1997,Date
3791,Feb 27th 1901,Date
3792,Oct 28th 1974,Date
3793,June 25th 1913,Date
3794,Sept 17th 1930,Date
3795,March 11th 1995,Date
3796,Jul 05th 1970,Date
3797,December 9th 1907,Date
3798,June 6th 1967,Date
3799,Jan 22th 1993,Date
3800,June 6 1955,Date
3801,December 29 1974,Date
3802,July 02 1963,Date
3803,March 26 1980,Date
3804,Sept 09 1993,Date
3805,October 1 1963,Date
3806,Aug 30 1978,Date
3807,January 10 1927,Date
3808,Oct 10 1970,Date
3809,August 9 1905,Date
3810,June 07 1928,Date
3811,December 18 1985,Date
3812,Jun 16 1924,Date
3813,Aug 07 1938,Date
3814,June 20 1999,Date
3815,July 28 1946,Date
3816,April 15 1907,Date
3817,February 1 1920,Date
3818,January 14 1992,Date
3819,Aug 07 1936,Date
3820,Jul 28 1913,Date
3821,Sept 25 1938,Date
3822,Oct 02 1995,Date
3823,October 27 1965,Date
3824,April 8 1989,Date
3825,Jan 8 1994,Date
3826,Nov 15 1962,Date
3827,Sept 05 1961,Date
3828,Sept 30 1928,Date
3829,March 24 1956,Date
3830,March 17 1978,Date
3831,March 27 1908,Date
3832,October 17 1939,Date
3833,Feb 04 1973,Date
3834,Nov 01 1919,Date
3835,Nov 08 1990,Date
3836,March 09 1972,Date
3837,Sept 22 1917,Date
3838,October 18 1959,Date
3839,September 07 1908,Date
3840,Feb 14 1913,Date
3841,Oct 28 1943,Date
3842,July 9 1931,Date
3843,April 09 1936,Date
3844,March 14 1989,Date
3845,December 17 1986,Date
3846,Oct 8 1902,Date
3847,January 9 1932,Date
3848,January 20 1974,Date
3849,Jan 23 1934,Date
3850,February 08 1941,Date
3851,December 8 1955,Date
3852,August 0 1917,Date
3853,Jul 16 1936,Date
3854,Jan 08 1906,Date
3855,October 25 1992,Date
3856,May 26 1919,Date
3857,September 3 1939,Date
3858,December 7 1935,Date
3859,Nov 06 1983,Date
3860,April 1 1977,Date
3861,Jul 25 1904,Date
3862,June 2 1905,Date
3863,Aug 17 1952,Date
3864,January 02 1919,Date
3865,Feb 22 1906,Date
3866,Nov 2 1970,Date
3867,Dec 05 1994,Date
3868,February 18 1945,Date
3869,September 20 1911,Date
3870,Aug 2 1960,Date
3871,September 06 1934,Date
3872,March 08 1960,Date
3873,Nov 19 1914,Date
3874,Jul 4 1907,Date
3875,May 6 1944,Date
3876,October 14 1985,Date
3877,Oct 16 1949,Date
3878,April 17 1992,Date
3879,November 8 1985,Date
3880,Jul 28 1943,Date
3881,July 09 1919,Date
3882,May 08 1985,Date
3883,May 21 1917,Date
3884,Jan 26 1926,Date
3885,February 06 1976,Date
3886,January 05 1993,Date
3887,April 11 1901,Date
3888,November 27 1964,Date
3889,Sept 8 1995,Date
3890,Mar 23 1972,Date
3891,Jan 17 1945,Date
3892,May 3 1972,Date
3893,February 6 1913,Date
3894,March 8 1974,Date
3895,September 25 1953,Date
3896,June 9 1912,Date
3897,September 03 1946,Date
3898,Oct 09 1950,Date
3899,Feb 07 1921,Date
3900,"1963, May 14",Date
3901,"1901, October 2",Date
3902,"1901, February 17",Date
3903,"1997, July 4",Date
3904,"1907, August 10",Date
3905,"1969, Nov 01",Date
3906,"1949, June 05",Date
3907,"1977, Jun 5",Date
3908,"1915, Mar 1",Date
3909,"1994, June 11",Date
3910,"1942, Sept 07",Date
3911,"1985, September 22",Date
3912,"1923, July 21",Date
3913,"1958, March 28",Date
3914,"1928, Jul 08",Date
3915,"1985, Feb 25",Date
3916,"1983, November 07",Date
3917,"1903, Mar 08",Date
3918,"1976, Jan 3",Date
3919,"1910, February 0",Date
3920,"1931, Feb 5",Date
3921,"1915, Jan 1",Date
3922,"1984, Aug 06",Date
3923,"1952, August 9",Date
3924,"1949, Jun 08",Date
3925,"1935, August 01",Date
3926,"1995, Jul 23",Date
3927,"1920, June 16",Date
3928,"1996, March 09",Date
3929,"1957, Dec 09",Date
3930,"1949, July 04",Date
3931,"1971, Nov 8",Date
3932,"1949, Dec 05",Date
3933,"1940, Dec 4",Date
3934,"1988, Mar 23",Date
3935,"1939, December 2",Date
3936,"1993, April 13",Date
3937,"1969, Aug 24",Date
3938,"1946, Dec 25",Date
3939,"1961, Sept 0",Date
3940,"1980, December 2",Date
3941,"1921, January 1",Date
3942,"1925, April 07",Date
3943,"1982, Aug 2",Date
3944,"1974, December 11",Date
3945,"1944, March 06",Date
3946,"1928, May 1",Date
3947,"1980, Jun 22",Date
3948,"1975, April 20",Date
3949,"1970, July 21",Date
3950,"1986, Sept 16",Date
3951,"1994, Dec 5",Date
3952,"1993, Nov 25",Date
3953,"1937, Feb 5",Date
3954,"1990, Aug 2",Date
3955,"1963, Sept 06",Date
3956,"1950, Dec 21",Date
3957,"1950, July 9",Date
3958,"1914, November 19",Date
3959,"1917, Feb 26",Date
3960,"1992, Nov 30",Date
3961,"1903, December 07",Date
3962,"1931, Jun 9",Date
3963,"1915, September 23",Date
3964,"1970, Mar 09",Date
3965,"1975, December 01",Date
3966,"1990, February 24",Date
3967,"1983, February 24",Date
3968,"1940, May 04",Date
3969,"1964, May 6",Date
3970,"1951, Mar 2",Date
3971,"1991, October 05",Date
3972,"1913, Oct 23",Date
3973,"1927, September 26",Date
3974,"1935, Nov 07",Date
3975,"1936, July 03",Date
3976,"1938, June 02",Date
3977,"1941, January 2",Date
3978,"1958, June 10",Date
3979,"1916, April 02",Date
3980,"1915, November 09",Date
3981,"1976, August 5",Date
3982,"1923, April 25",Date
3983,"1972, April 25",Date
3984,"1938, Jul 30",Date
3985,"1964, October 18",Date
3986,"1931, August 24",Date
3987,"1981, Nov 28",Date
3988,"1931, June 18",Date
3989,"1961, Oct 12",Date
3990,"1967, September 02",Date
3991,"1997, May 03",Date
3992,"1974, Sept 28",Date
3993,"1934, Mar 23",Date
3994,"1973, October 25",Date
3995,"1972, March 10",Date
3996,"1935, Sept 27",Date
3997,"1935, Mar 5",Date
3998,"1958, Sept 23",Date
3999,"1977, Mar 17",Date
